"school","sex","age","address","famsize","Pstatus","Medu","Fedu","Mjob","Fjob","reason","guardian","traveltime","studytime","failures","schoolsup","famsup","paid","activities","nursery","higher","internet","romantic","famrel","freetime","goout","Dalc","Walc","health","absences","G1","G2","G3"
"GP","F","Age-Mayor","R","GT3","T","Medu-E5toA9no","Fedu-E5toA9no","other","other","home","mother","TvlT-Bajo","StuT-Medio","Fail-Ninguno","yes","no","no","no","yes","yes","no","no","FamR-Bueno","FreeT-Bajo",3,1,1,5,4,11,11,13
"GP","M","Age-Muy Mayor","U","LE3","A","Medu-ESuperior","Fedu-ESecundaria","services","at_home","reputation","mother","TvlT-Bajo","StuT-Medio","Fail-Ninguno","no","yes","no","no","yes","yes","yes","no","FamR-Muy Bueno","FreeT-Medio",1,1,1,1,4,11,13,14
"GP","M","Age-Mayor","U","GT3","T","Medu-E5toA9no","Fedu-EPrimaria","other","other","home","mother","TvlT-Bajo","StuT-Medio","Fail-Ninguno","no","no","no","yes","yes","yes","yes","no","FamR-Excelente","FreeT-Bajo",4,1,2,4,2,16,16,16
"GP","M","Age-Joven","R","GT3","T","Medu-E5toA9no","Fedu-E5toA9no","other","services","other","mother","TvlT-Medio","StuT-Bajo","Fail-Ninguno","no","no","no","no","no","no","no","no","FamR-Excelente","FreeT-Bajo",2,1,1,4,0,9,10,10
"GP","F","Age-Joven","U","LE3","T","Medu-E5toA9no","Fedu-E5toA9no","services","services","course","father","TvlT-Bajo","StuT-Muy Alto","Fail-Ninguno","no","no","no","yes","yes","yes","yes","yes","FamR-Bueno","FreeT-Alto",1,1,1,2,2,10,11,12
"GP","F","Age-Muy Mayor","R","GT3","T","Medu-E5toA9no","Fedu-EPrimaria","other","other","course","other","TvlT-Medio","StuT-Medio","Fail-Ninguno","no","yes","yes","yes","yes","no","yes","yes","FamR-Muy Malo","FreeT-Bajo",3,1,2,2,8,10,12,12
"GP","F","Age-Mayor","U","GT3","T","Medu-ESuperior","Fedu-ESecundaria","services","other","home","father","TvlT-Bajo","StuT-Medio","Fail-Ninguno","no","yes","no","no","yes","yes","yes","yes","FamR-Bueno","FreeT-Muy Bajo",2,1,3,2,2,15,15,15
"GP","M","Age-Mayor","U","GT3","T","Medu-ESuperior","Fedu-ESecundaria","teacher","other","course","mother","TvlT-Bajo","StuT-Medio","Fail-Ninguno","no","yes","no","no","no","yes","yes","no","FamR-Muy Bueno","FreeT-Medio",2,1,1,3,2,10,10,11
"GP","M","Age-Mayor","R","GT3","T","Medu-ESecundaria","Fedu-E5toA9no","other","other","course","mother","TvlT-Bajo","StuT-Alto","Fail-Ninguno","no","no","no","yes","no","yes","no","no","FamR-Excelente","FreeT-Medio",2,1,1,3,2,10,11,12
"GP","F","Age-Joven","U","GT3","T","Medu-ESecundaria","Fedu-ESecundaria","other","other","home","mother","TvlT-Bajo","StuT-Alto","Fail-Ninguno","no","no","no","yes","no","yes","no","no","FamR-Bueno","FreeT-Bajo",3,1,1,4,2,15,12,13
"GP","F","Age-Mayor","U","GT3","T","Medu-E5toA9no","Fedu-E5toA9no","at_home","services","home","mother","TvlT-Bajo","StuT-Alto","Fail-Ninguno","no","yes","no","yes","yes","yes","yes","yes","FamR-Muy Bueno","FreeT-Medio",3,1,1,3,0,11,12,13
"GP","M","Age-Joven","U","GT3","T","Medu-E5toA9no","Fedu-E5toA9no","other","other","home","father","TvlT-Medio","StuT-Bajo","Fail-Ninguno","no","no","no","no","yes","no","yes","no","FamR-Muy Bueno","FreeT-Alto",4,2,3,4,8,8,8,9
"GP","M","Age-Mayor","R","LE3","A","Medu-ESecundaria","Fedu-ESuperior","other","other","reputation","mother","TvlT-Medio","StuT-Medio","Fail-Ninguno","no","yes","no","yes","yes","yes","yes","no","FamR-Muy Bueno","FreeT-Bajo",5,3,4,1,6,15,16,16
"GP","M","Age-Joven","U","GT3","T","Medu-ESecundaria","Fedu-EPrimaria","services","other","other","mother","TvlT-Bajo","StuT-Medio","Fail-Ninguno","no","no","no","yes","yes","yes","yes","yes","FamR-Excelente","FreeT-Alto",4,3,4,5,0,11,11,14
"GP","F","Age-Mayor","R","GT3","T","Medu-ESuperior","Fedu-ESuperior","teacher","other","reputation","mother","TvlT-Medio","StuT-Medio","Fail-Ninguno","no","no","no","yes","yes","yes","yes","no","FamR-Muy Bueno","FreeT-Medio",4,2,2,4,8,10,11,12
"GP","M","Age-Mayor","U","GT3","T","Medu-ESuperior","Fedu-E5toA9no","health","other","reputation","father","TvlT-Bajo","StuT-Medio","Fail-Ninguno","no","yes","no","yes","yes","yes","yes","yes","FamR-Excelente","FreeT-Alto",5,1,3,5,4,10,12,14
"GP","F","Age-Mayor","R","GT3","T","Medu-E5toA9no","Fedu-EPrimaria","other","other","reputation","mother","TvlT-Medio","StuT-Medio","Fail-Ninguno","no","yes","no","no","yes","no","yes","yes","FamR-Muy Bueno","FreeT-Medio",5,1,2,3,12,8,9,10
"GP","F","Age-Muy Mayor","U","GT3","T","Medu-ESecundaria","Fedu-ESecundaria","other","services","home","other","TvlT-Bajo","StuT-Medio","Fail-Ninguno","no","yes","no","yes","yes","yes","yes","no","FamR-Muy Bueno","FreeT-Medio",5,3,3,5,16,11,12,12
"GP","F","Age-Mayor","U","GT3","T","Medu-E5toA9no","Fedu-ESecundaria","other","services","reputation","father","TvlT-Bajo","StuT-Muy Alto","Fail-Ninguno","no","yes","no","yes","yes","yes","yes","yes","FamR-Muy Bueno","FreeT-Muy Alto",5,1,3,2,10,16,16,16
"GP","F","Age-Mayor","U","LE3","T","Medu-EPrimaria","Fedu-EPrimaria","other","other","home","mother","TvlT-Medio","StuT-Medio","Fail-Ninguno","no","yes","no","no","no","yes","no","no","FamR-Muy Bueno","FreeT-Alto",3,1,1,3,2,13,13,13
"GP","M","Age-Joven","R","GT3","T","Medu-EPrimaria","Fedu-E5toA9no","at_home","at_home","home","mother","TvlT-Bajo","StuT-Medio","Fail-Ninguno","no","yes","no","yes","no","yes","no","yes","FamR-Bueno","FreeT-Muy Alto",2,2,2,1,2,16,17,18
"GP","F","Age-Mayor","U","GT3","T","Medu-E5toA9no","Fedu-EPrimaria","other","other","home","mother","TvlT-Bajo","StuT-Medio","Fail-Ninguno","no","yes","no","no","yes","yes","yes","yes","FamR-Muy Bueno","FreeT-Bajo",5,1,2,1,8,14,14,15
"GP","F","Age-Joven","U","GT3","T","Medu-E5toA9no","Fedu-ESuperior","at_home","health","reputation","mother","TvlT-Medio","StuT-Medio","Fail-Ninguno","no","yes","no","no","yes","yes","yes","yes","FamR-Muy Bueno","FreeT-Medio",3,1,1,1,6,15,16,16
"GP","F","Age-Joven","U","LE3","T","Medu-E5toA9no","Fedu-E5toA9no","services","other","course","mother","TvlT-Medio","StuT-Medio","Fail-Ninguno","yes","yes","no","no","yes","yes","yes","yes","FamR-Muy Bueno","FreeT-Alto",4,2,3,5,6,12,12,12
"GP","F","Age-Mayor","R","GT3","A","Medu-ESecundaria","Fedu-E5toA9no","other","services","home","mother","TvlT-Medio","StuT-Medio","Fail-Ninguno","no","no","no","no","no","no","yes","yes","FamR-Muy Bueno","FreeT-Muy Bajo",1,1,1,5,15,12,9,10
"GP","M","Age-Mayor","U","GT3","T","Medu-ESuperior","Fedu-ESuperior","teacher","services","home","mother","TvlT-Medio","StuT-Bajo","Fail-Ninguno","no","no","no","yes","yes","yes","yes","no","FamR-Bueno","FreeT-Bajo",4,1,4,3,6,11,12,12
"GP","F","Age-Mayor","U","GT3","T","Medu-ESuperior","Fedu-ESuperior","health","health","reputation","father","TvlT-Bajo","StuT-Medio","Fail-Muy Bajo","yes","yes","no","yes","yes","yes","yes","yes","FamR-Malo","FreeT-Alto",4,1,1,4,2,14,12,13
"GP","F","Age-Joven","U","GT3","T","Medu-E5toA9no","Fedu-E5toA9no","other","services","reputation","father","TvlT-Alto","StuT-Alto","Fail-Ninguno","no","yes","no","no","yes","yes","yes","yes","FamR-Muy Bueno","FreeT-Bajo",3,1,1,1,8,13,15,15
"GP","F","Age-Muy Mayor","R","GT3","T","Medu-ESecundaria","Fedu-E5toA9no","services","services","reputation","father","TvlT-Bajo","StuT-Medio","Fail-Muy Bajo","yes","yes","no","no","yes","no","yes","no","FamR-Bueno","FreeT-Medio",3,4,3,3,0,9,8,10
"GP","M","Age-Mayor","U","LE3","T","Medu-ESuperior","Fedu-ESecundaria","teacher","services","course","mother","TvlT-Medio","StuT-Bajo","Fail-Ninguno","no","no","no","yes","yes","yes","yes","no","FamR-Muy Bueno","FreeT-Bajo",3,1,2,1,0,10,10,10
"GP","M","Age-Mayor","U","GT3","T","Medu-EPrimaria","Fedu-E5toA9no","at_home","other","home","other","TvlT-Medio","StuT-Bajo","Fail-Ninguno","no","no","no","no","no","no","yes","no","FamR-Bueno","FreeT-Alto",4,2,4,4,10,10,10,11
"GP","M","Age-Joven","U","LE3","A","Medu-ESuperior","Fedu-EPrimaria","services","other","home","mother","TvlT-Medio","StuT-Bajo","Fail-Ninguno","no","no","no","yes","yes","yes","yes","yes","FamR-Muy Bueno","FreeT-Muy Alto",4,2,4,5,22,11,11,10
"GP","M","Age-Joven","U","LE3","A","Medu-ESecundaria","Fedu-E5toA9no","teacher","services","home","mother","TvlT-Bajo","StuT-Bajo","Fail-Ninguno","no","no","no","no","yes","yes","yes","no","FamR-Muy Bueno","FreeT-Alto",4,3,4,3,18,13,13,13
"GP","F","Age-Mayor","R","LE3","T","Medu-EPrimaria","Fedu-EPrimaria","at_home","other","reputation","mother","TvlT-Medio","StuT-Muy Alto","Fail-Ninguno","no","yes","no","yes","yes","yes","no","no","FamR-Excelente","FreeT-Bajo",2,1,1,3,2,17,17,18
"GP","F","Age-Mayor","U","GT3","T","Medu-EPrimaria","Fedu-EPrimaria","other","other","home","mother","TvlT-Medio","StuT-Medio","Fail-Ninguno","yes","no","no","yes","yes","yes","yes","no","FamR-Excelente","FreeT-Alto",4,1,1,4,0,12,13,13
"GP","F","Age-Joven","U","GT3","T","Medu-E5toA9no","Fedu-E5toA9no","other","other","course","mother","TvlT-Bajo","StuT-Medio","Fail-Ninguno","no","yes","no","no","no","yes","yes","no","FamR-Excelente","FreeT-Alto",5,1,2,5,12,12,12,14
"GP","F","Age-Mayor","U","GT3","T","Medu-E5toA9no","Fedu-EPrimaria","other","other","reputation","mother","TvlT-Medio","StuT-Medio","Fail-Ninguno","no","no","no","yes","yes","yes","yes","yes","FamR-Muy Bueno","FreeT-Medio",1,1,1,5,10,12,13,14
"GP","M","Age-Joven","U","GT3","T","Medu-EPrimaria","Fedu-EPrimaria","other","other","reputation","father","TvlT-Bajo","StuT-Medio","Fail-Ninguno","no","no","no","no","no","yes","yes","no","FamR-Muy Bueno","FreeT-Medio",3,1,2,4,0,12,12,12
"GP","F","Age-Mayor","U","GT3","T","Medu-E5toA9no","Fedu-E5toA9no","at_home","at_home","other","mother","TvlT-Bajo","StuT-Alto","Fail-Ninguno","no","yes","no","no","yes","yes","yes","no","FamR-Muy Bueno","FreeT-Medio",3,1,2,2,0,18,18,18
"GP","F","Age-Joven","U","GT3","T","Medu-EPrimaria","Fedu-EPrimaria","services","teacher","reputation","mother","TvlT-Bajo","StuT-Alto","Fail-Ninguno","no","yes","no","no","yes","yes","yes","no","FamR-Muy Bueno","FreeT-Medio",3,1,1,3,0,13,13,14
"GP","M","Age-Mayor","U","GT3","T","Medu-E5toA9no","Fedu-EPrimaria","services","services","reputation","mother","TvlT-Bajo","StuT-Alto","Fail-Ninguno","no","no","no","yes","yes","yes","yes","no","FamR-Muy Bueno","FreeT-Bajo",4,1,3,2,0,14,15,15
"GP","M","Age-Mayor","U","LE3","A","Medu-ESuperior","Fedu-ESuperior","teacher","teacher","reputation","mother","TvlT-Bajo","StuT-Medio","Fail-Ninguno","no","yes","no","yes","yes","yes","yes","no","FamR-Excelente","FreeT-Alto",3,1,1,2,0,17,17,17
"GP","M","Age-Mayor","U","GT3","T","Medu-ESuperior","Fedu-E5toA9no","teacher","other","home","mother","TvlT-Bajo","StuT-Medio","Fail-Ninguno","no","yes","no","yes","yes","yes","yes","yes","FamR-Muy Bueno","FreeT-Medio",2,1,4,5,2,15,16,16
"GP","F","Age-Joven","U","GT3","T","Medu-ESuperior","Fedu-ESecundaria","health","services","reputation","mother","TvlT-Bajo","StuT-Alto","Fail-Ninguno","no","yes","no","no","yes","yes","yes","no","FamR-Muy Bueno","FreeT-Bajo",2,1,2,3,0,17,18,18
"GP","F","Age-Joven","R","LE3","T","Medu-ESecundaria","Fedu-EPrimaria","services","other","reputation","mother","TvlT-Medio","StuT-Muy Alto","Fail-Ninguno","no","yes","no","no","yes","yes","no","no","FamR-Bueno","FreeT-Muy Bajo",2,1,1,3,0,18,19,19
"GP","M","Age-Mayor","R","LE3","T","Medu-ESecundaria","Fedu-E5toA9no","services","other","reputation","mother","TvlT-Medio","StuT-Alto","Fail-Ninguno","no","yes","no","yes","yes","yes","yes","no","FamR-Excelente","FreeT-Alto",2,1,1,4,0,14,15,15
"GP","M","Age-Joven","U","GT3","T","Medu-ESecundaria","Fedu-ESecundaria","health","other","home","mother","TvlT-Bajo","StuT-Bajo","Fail-Ninguno","no","yes","no","no","yes","yes","yes","no","FamR-Muy Bueno","FreeT-Alto",3,1,3,5,0,14,15,15
"GP","F","Age-Muy Mayor","U","GT3","T","Medu-ESuperior","Fedu-ESuperior","health","other","reputation","other","TvlT-Medio","StuT-Medio","Fail-Ninguno","no","yes","no","yes","yes","yes","yes","no","FamR-Malo","FreeT-Medio",4,2,3,2,2,14,13,13
"GP","F","Age-Mayor","U","LE3","T","Medu-ESuperior","Fedu-ESecundaria","other","other","home","other","TvlT-Medio","StuT-Medio","Fail-Ninguno","no","yes","no","no","yes","yes","yes","yes","FamR-Muy Bueno","FreeT-Alto",5,1,2,2,0,13,14,14
"GP","F","Age-Mayor","U","GT3","T","Medu-ESuperior","Fedu-ESecundaria","other","other","reputation","father","TvlT-Bajo","StuT-Muy Alto","Fail-Ninguno","no","yes","no","no","yes","yes","yes","no","FamR-Muy Bueno","FreeT-Medio",3,1,1,3,0,16,17,17
"GP","M","Age-Mayor","U","LE3","T","Medu-ESuperior","Fedu-ESuperior","teacher","teacher","home","mother","TvlT-Bajo","StuT-Bajo","Fail-Ninguno","no","yes","no","no","yes","yes","yes","yes","FamR-Muy Malo","FreeT-Alto",2,2,2,1,0,18,18,17
"GP","F","Age-Mayor","U","LE3","A","Medu-ESuperior","Fedu-ESuperior","health","other","home","mother","TvlT-Bajo","StuT-Medio","Fail-Ninguno","no","yes","yes","no","yes","yes","yes","yes","FamR-Muy Bueno","FreeT-Bajo",4,1,1,4,0,14,15,15
"GP","M","Age-Joven","U","LE3","T","Medu-ESuperior","Fedu-ESuperior","other","teacher","home","father","TvlT-Medio","StuT-Bajo","Fail-Ninguno","no","no","no","no","yes","yes","yes","no","FamR-Muy Bueno","FreeT-Muy Bajo",1,2,2,5,0,12,13,13
"GP","F","Age-Joven","R","GT3","T","Medu-ESuperior","Fedu-ESuperior","services","services","reputation","mother","TvlT-Medio","StuT-Alto","Fail-Ninguno","no","yes","no","yes","yes","yes","yes","no","FamR-Excelente","FreeT-Medio",4,1,1,5,0,7,7,8
"GP","F","Age-Joven","U","GT3","T","Medu-ESuperior","Fedu-E5toA9no","other","other","reputation","mother","TvlT-Medio","StuT-Alto","Fail-Ninguno","no","yes","no","no","yes","yes","yes","no","FamR-Muy Bueno","FreeT-Medio",3,1,1,3,0,16,16,16
"GP","F","Age-Joven","U","GT3","T","Medu-ESecundaria","Fedu-E5toA9no","health","health","reputation","father","TvlT-Bajo","StuT-Muy Alto","Fail-Ninguno","no","yes","no","yes","no","yes","yes","no","FamR-Excelente","FreeT-Bajo",2,1,2,5,0,18,18,18
"GP","M","Age-Muy Mayor","R","LE3","T","Medu-E5toA9no","Fedu-EPrimaria","at_home","services","course","mother","TvlT-Medio","StuT-Alto","Fail-Muy Bajo","no","no","no","yes","yes","yes","yes","yes","FamR-Muy Bueno","FreeT-Medio",1,1,1,5,0,9,10,11
"GP","M","Age-Muy Mayor","U","GT3","A","Medu-ESecundaria","Fedu-E5toA9no","services","other","course","other","TvlT-Bajo","StuT-Bajo","Fail-Medio","no","no","no","yes","yes","yes","no","no","FamR-Excelente","FreeT-Muy Alto",3,1,1,5,0,14,15,15
"GP","M","Age-Muy Mayor","R","GT3","T","Medu-ESecundaria","Fedu-ESecundaria","other","services","reputation","father","TvlT-Bajo","StuT-Medio","Fail-Ninguno","no","no","no","yes","yes","yes","no","yes","FamR-Muy Bueno","FreeT-Muy Alto",3,1,2,5,0,10,10,11
"GP","F","Age-Mayor","U","GT3","T","Medu-EPrimaria","Fedu-ESuperior","other","teacher","home","mother","TvlT-Bajo","StuT-Medio","Fail-Ninguno","yes","yes","no","no","no","yes","no","yes","FamR-Bueno","FreeT-Alto",4,1,2,5,2,10,10,11
"GP","F","Age-Mayor","U","GT3","T","Medu-E5toA9no","Fedu-EPrimaria","services","other","course","mother","TvlT-Medio","StuT-Medio","Fail-Ninguno","no","yes","no","yes","yes","yes","yes","no","FamR-Excelente","FreeT-Medio",3,1,2,1,2,12,12,15
"GP","F","Age-Joven","U","GT3","T","Medu-E5toA9no","Fedu-ESecundaria","other","other","course","father","TvlT-Medio","StuT-Medio","Fail-Ninguno","no","no","no","yes","yes","yes","yes","yes","FamR-Muy Bueno","FreeT-Bajo",1,1,1,3,2,11,12,14
"GP","F","Age-Joven","R","GT3","T","Medu-ESuperior","Fedu-ESuperior","teacher","teacher","course","mother","TvlT-Bajo","StuT-Bajo","Fail-Ninguno","no","no","no","yes","yes","yes","yes","no","FamR-Muy Bueno","FreeT-Alto",4,1,1,5,2,15,16,17
"GP","F","Age-Mayor","U","GT3","T","Medu-ESuperior","Fedu-ESecundaria","other","other","course","mother","TvlT-Bajo","StuT-Alto","Fail-Ninguno","no","yes","no","yes","yes","yes","yes","yes","FamR-Muy Bueno","FreeT-Medio",4,1,1,5,2,14,15,17
"GP","F","Age-Mayor","U","LE3","T","Medu-ESuperior","Fedu-ESecundaria","health","services","course","mother","TvlT-Medio","StuT-Bajo","Fail-Ninguno","no","yes","no","no","yes","yes","yes","no","FamR-Bueno","FreeT-Bajo",4,1,4,1,8,12,12,15
"GP","F","Age-Joven","R","GT3","T","Medu-ESecundaria","Fedu-ESuperior","at_home","services","course","father","TvlT-Bajo","StuT-Alto","Fail-Ninguno","no","yes","no","yes","no","yes","yes","no","FamR-Muy Bueno","FreeT-Medio",4,2,5,5,2,15,15,17
"GP","F","Age-Mayor","U","GT3","T","Medu-ESecundaria","Fedu-ESecundaria","at_home","other","course","father","TvlT-Bajo","StuT-Medio","Fail-Ninguno","no","yes","no","no","yes","yes","yes","no","FamR-Muy Bueno","FreeT-Muy Bajo",4,1,1,3,8,11,12,14
"GP","M","Age-Muy Mayor","U","GT3","T","Medu-ESuperior","Fedu-E5toA9no","health","other","course","mother","TvlT-Medio","StuT-Medio","Fail-Ninguno","no","yes","no","yes","yes","yes","yes","yes","FamR-Excelente","FreeT-Alto",4,1,1,1,9,11,10,10
"GP","F","Age-Mayor","U","GT3","T","Medu-ESuperior","Fedu-ESuperior","teacher","other","course","mother","TvlT-Bajo","StuT-Medio","Fail-Ninguno","no","yes","no","no","yes","yes","yes","no","FamR-Muy Bueno","FreeT-Alto",4,3,3,5,0,12,11,13
"GP","F","Age-Mayor","U","GT3","T","Medu-ESecundaria","Fedu-ESuperior","other","other","course","mother","TvlT-Bajo","StuT-Bajo","Fail-Ninguno","no","yes","no","yes","yes","yes","yes","yes","FamR-Excelente","FreeT-Alto",4,1,1,1,4,11,12,14
"GP","F","Age-Joven","U","GT3","T","Medu-ESuperior","Fedu-ESuperior","health","health","course","mother","TvlT-Bajo","StuT-Bajo","Fail-Ninguno","no","no","no","yes","yes","yes","yes","no","FamR-Excelente","FreeT-Medio",4,1,2,5,2,14,15,17
"GP","F","Age-Joven","U","GT3","A","Medu-ESuperior","Fedu-ESecundaria","services","services","course","mother","TvlT-Bajo","StuT-Medio","Fail-Ninguno","no","yes","no","no","yes","yes","yes","yes","FamR-Excelente","FreeT-Bajo",2,1,2,5,14,15,14,17
"GP","F","Age-Joven","U","LE3","A","Medu-ESecundaria","Fedu-ESecundaria","services","other","home","mother","TvlT-Bajo","StuT-Medio","Fail-Ninguno","yes","yes","no","no","yes","yes","yes","no","FamR-Excelente","FreeT-Medio",3,1,1,5,0,12,12,13
"GP","F","Age-Joven","U","LE3","T","Medu-E5toA9no","Fedu-EPrimaria","other","other","home","father","TvlT-Bajo","StuT-Medio","Fail-Ninguno","no","no","no","yes","yes","yes","yes","no","FamR-Muy Bueno","FreeT-Bajo",3,2,2,2,2,11,12,14
"GP","M","Age-Mayor","U","LE3","T","Medu-ESuperior","Fedu-ESuperior","other","other","reputation","father","TvlT-Bajo","StuT-Bajo","Fail-Ninguno","no","yes","no","no","yes","yes","yes","no","FamR-Muy Bueno","FreeT-Bajo",5,3,4,5,2,8,9,11
"GP","F","Age-Muy Mayor","U","GT3","T","Medu-EPrimaria","Fedu-EPrimaria","other","other","course","other","TvlT-Alto","StuT-Alto","Fail-Ninguno","no","no","no","yes","yes","no","no","yes","FamR-Muy Malo","FreeT-Muy Alto",5,4,3,5,12,10,10,11
"GP","F","Age-Muy Mayor","U","LE3","A","Medu-EPrimaria","Fedu-EPrimaria","other","other","course","other","TvlT-Alto","StuT-Medio","Fail-Medio","no","yes","no","no","no","yes","yes","yes","FamR-Excelente","FreeT-Medio",4,1,1,4,2,8,8,9
"GP","F","Age-Mayor","U","GT3","T","Medu-E5toA9no","Fedu-E5toA9no","other","other","course","mother","TvlT-Bajo","StuT-Bajo","Fail-Ninguno","no","yes","no","yes","yes","yes","yes","yes","FamR-Muy Bueno","FreeT-Medio",5,2,4,5,2,10,10,10
"GP","F","Age-Joven","U","GT3","T","Medu-E5toA9no","Fedu-E5toA9no","other","other","course","mother","TvlT-Bajo","StuT-Medio","Fail-Ninguno","no","yes","no","no","yes","yes","no","yes","FamR-Muy Bueno","FreeT-Bajo",2,1,1,3,4,14,13,13
"GP","F","Age-Joven","R","LE3","T","Medu-E5toA9no","Fedu-E5toA9no","services","services","course","mother","TvlT-Bajo","StuT-Alto","Fail-Ninguno","no","yes","no","yes","yes","yes","yes","no","FamR-Bueno","FreeT-Medio",2,2,2,3,0,11,11,10
"GP","F","Age-Joven","U","GT3","T","Medu-ESecundaria","Fedu-EPrimaria","services","services","course","father","TvlT-Bajo","StuT-Alto","Fail-Ninguno","no","yes","no","no","no","yes","yes","no","FamR-Bueno","FreeT-Alto",3,2,3,5,0,17,18,17
"GP","F","Age-Joven","U","LE3","T","Medu-ENinguna","Fedu-E5toA9no","at_home","at_home","home","father","TvlT-Medio","StuT-Alto","Fail-Ninguno","no","no","no","no","yes","yes","yes","no","FamR-Bueno","FreeT-Medio",3,2,3,2,0,14,14,15
"GP","F","Age-Mayor","U","GT3","T","Medu-EPrimaria","Fedu-EPrimaria","other","other","home","mother","TvlT-Medio","StuT-Alto","Fail-Ninguno","no","no","no","yes","yes","yes","yes","no","FamR-Muy Bueno","FreeT-Muy Alto",5,1,2,2,0,14,14,14
"GP","M","Age-Mayor","U","GT3","T","Medu-ESuperior","Fedu-ESuperior","other","other","course","mother","TvlT-Bajo","StuT-Alto","Fail-Ninguno","no","no","no","yes","yes","yes","yes","no","FamR-Muy Bueno","FreeT-Medio",3,2,2,3,0,13,14,13
"GP","M","Age-Joven","U","GT3","T","Medu-ESecundaria","Fedu-ESecundaria","other","services","reputation","mother","TvlT-Bajo","StuT-Bajo","Fail-Ninguno","no","no","no","yes","no","yes","yes","no","FamR-Muy Bueno","FreeT-Medio",5,3,5,5,0,17,18,17
"GP","M","Age-Joven","R","GT3","T","Medu-E5toA9no","Fedu-E5toA9no","services","other","course","mother","TvlT-Muy Alto","StuT-Bajo","Fail-Ninguno","no","yes","no","no","yes","yes","yes","no","FamR-Muy Bueno","FreeT-Alto",5,5,5,4,2,11,10,10
"GP","F","Age-Joven","U","GT3","T","Medu-ESuperior","Fedu-ESuperior","teacher","services","course","mother","TvlT-Bajo","StuT-Alto","Fail-Ninguno","no","yes","no","yes","yes","yes","yes","no","FamR-Excelente","FreeT-Alto",4,1,3,4,0,13,12,13
"GP","F","Age-Joven","U","GT3","T","Medu-ESuperior","Fedu-ESuperior","teacher","teacher","course","mother","TvlT-Medio","StuT-Alto","Fail-Ninguno","no","yes","no","no","no","yes","yes","yes","FamR-Muy Bueno","FreeT-Medio",3,1,2,4,4,15,14,15
"GP","F","Age-Joven","U","GT3","T","Medu-ESecundaria","Fedu-ESecundaria","at_home","other","course","mother","TvlT-Bajo","StuT-Bajo","Fail-Ninguno","no","yes","yes","yes","yes","yes","yes","no","FamR-Muy Bueno","FreeT-Bajo",5,2,5,5,2,11,12,11
"GP","M","Age-Mayor","U","LE3","T","Medu-E5toA9no","Fedu-E5toA9no","other","other","course","mother","TvlT-Bajo","StuT-Muy Alto","Fail-Ninguno","no","yes","yes","yes","yes","yes","yes","no","FamR-Muy Bueno","FreeT-Muy Alto",5,2,4,5,0,11,11,12
"GP","M","Age-Muy Mayor","R","GT3","T","Medu-ESecundaria","Fedu-E5toA9no","at_home","services","home","other","TvlT-Bajo","StuT-Bajo","Fail-Ninguno","no","yes","no","no","no","yes","no","yes","FamR-Excelente","FreeT-Medio",4,2,2,5,0,11,10,10
"GP","F","Age-Mayor","U","GT3","T","Medu-E5toA9no","Fedu-E5toA9no","at_home","other","course","mother","TvlT-Muy Alto","StuT-Medio","Fail-Ninguno","no","no","no","yes","yes","yes","no","yes","FamR-Muy Bueno","FreeT-Bajo",5,1,1,2,2,10,9,10
"GP","F","Age-Joven","R","GT3","T","Medu-E5toA9no","Fedu-ESuperior","at_home","other","course","father","TvlT-Bajo","StuT-Alto","Fail-Ninguno","no","yes","no","no","yes","yes","yes","yes","FamR-Muy Bueno","FreeT-Alto",3,1,1,5,0,15,15,15
"GP","M","Age-Mayor","U","GT3","T","Medu-E5toA9no","Fedu-E5toA9no","other","other","reputation","mother","TvlT-Bajo","StuT-Bajo","Fail-Ninguno","no","no","no","no","no","yes","yes","no","FamR-Excelente","FreeT-Alto",2,1,2,5,6,15,14,15
"GP","F","Age-Mayor","U","GT3","T","Medu-ESecundaria","Fedu-ESecundaria","services","services","home","mother","TvlT-Bajo","StuT-Medio","Fail-Ninguno","no","no","no","yes","yes","yes","yes","no","FamR-Excelente","FreeT-Medio",4,1,1,4,8,10,11,12
"GP","F","Age-Mayor","U","LE3","T","Medu-E5toA9no","Fedu-E5toA9no","other","other","home","other","TvlT-Bajo","StuT-Medio","Fail-Ninguno","no","no","no","yes","no","yes","yes","yes","FamR-Muy Bueno","FreeT-Medio",3,1,1,2,0,10,9,12
"GP","F","Age-Mayor","R","GT3","T","Medu-E5toA9no","Fedu-E5toA9no","at_home","other","course","mother","TvlT-Medio","StuT-Muy Alto","Fail-Ninguno","no","no","no","yes","yes","yes","no","no","FamR-Muy Bueno","FreeT-Alto",4,1,1,4,6,14,13,14
"GP","F","Age-Joven","U","GT3","T","Medu-ESecundaria","Fedu-ESuperior","services","other","course","mother","TvlT-Bajo","StuT-Alto","Fail-Ninguno","no","no","no","no","yes","yes","yes","no","FamR-Muy Bueno","FreeT-Alto",5,1,3,5,8,11,13,14
"GP","F","Age-Joven","U","GT3","T","Medu-ESecundaria","Fedu-E5toA9no","other","other","home","mother","TvlT-Bajo","StuT-Medio","Fail-Ninguno","no","yes","no","no","yes","yes","yes","yes","FamR-Muy Bueno","FreeT-Medio",2,2,3,2,0,12,13,15
